"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Bluefield St.",3,26,17,83,0.108,25,8,3,30,69,13,0,10,0,39,0,"5671762"
"North Greenville",3,41,15,111,0.234,41,3,7,46,70,7,0,6,0,47,0,"5671772"
"Lee",3,44,10,109,0.312,41,7,4,48,53,3,3,8,3,58,0,"5671772"
"Okla. Baptist",4,42,26,144,0.111,40,5,5,66,89,9,4,14,1,58,0,"5671761"
"Central Okla.",4,55,21,160,0.213,53,9,7,70,73,5,0,16,0,72,0,"5671761"
"Lander",5,56,17,147,0.265,52,9,9,63,90,11,4,12,2,75,0,"5671757"
"Montevallo",5,59,32,172,0.157,55,11,6,66,94,9,0,8,0,74,0,"5671757"
"Bowie St.",3,32,16,98,0.163,29,4,1,38,68,13,1,8,2,41,0,"5671781"
"Charleston (WV)",3,44,16,107,0.262,40,13,6,42,59,4,3,2,1,61,0,"5671781"
"Lewis",3,33,15,104,0.173,31,7,8,62,50,5,1,16,0,49,0,"5671778"
"Molloy",3,28,24,125,0.032,26,5,7,55,66,7,3,8,1,40,1,"5671778"
"Missouri Western",4,55,20,164,0.213,53,5,7,78,80,7,1,24,5,73,0,"5671763"
"Southwestern Okla.",4,52,28,165,0.145,50,7,8,69,92,5,0,24,5,71,0,"5671763"
"Henderson St.",4,47,21,132,0.197,44,4,6,54,85,6,2,14,6,60,1,"5671775"
"Emporia St.",4,61,23,142,0.268,57,6,9,56,80,4,1,14,2,75,0,"5671775"
"LeMoyne-Owen",3,19,16,100,0.03,15,4,1,25,72,10,1,2,0,25,0,"5671773"
"Benedict",3,39,10,91,0.319,34,10,2,47,37,4,0,2,0,50,0,"5671773"
"Arkansas Tech",3,33,14,88,0.216,29,10,4,40,44,4,4,10,0,52,0,"5671774"
"Shorter",3,29,23,94,0.064,27,4,8,35,70,10,0,10,0,38,0,"5671774"
"Savannah St.",5,59,22,153,0.242,52,11,6,68,80,7,6,6,1,79,0,"5671790"
"Kentucky St.",5,52,25,155,0.174,49,7,12,60,103,11,3,0,3,62,0,"5671790"
"Ouachita Baptist",5,65,29,211,0.171,63,5,4,95,101,12,1,6,1,74,0,"5671776"
"Mo. Southern St.",5,61,18,187,0.23,60,12,7,96,94,5,3,16,4,84,1,"5671776"
"Goldey-Beacom",4,46,30,148,0.108,46,11,6,76,92,6,2,10,0,64,0,"5671800"
"Edinboro",4,54,19,158,0.222,50,6,8,67,81,11,3,12,2,69,0,"5671800"
"Slippery Rock",3,41,18,127,0.181,35,4,6,65,60,4,2,0,0,47,0,"5671792"
"West Liberty",3,34,20,128,0.109,31,4,5,62,67,4,6,0,0,44,0,"5671792"
"Davis & Elkins",5,49,23,146,0.178,49,13,12,52,95,5,1,2,0,64,0,"5671796"
"West Va. Wesleyan",5,58,24,140,0.243,57,5,6,70,80,13,0,14,0,70,0,"5671796"
"Pitt.-Johnstown",3,46,10,102,0.353,43,9,9,47,53,5,1,6,1,59,0,"5671801"
"Chestnut Hill",3,28,16,98,0.122,28,5,2,39,64,9,0,10,0,38,0,"5671801"
"Flagler",3,25,11,98,0.143,24,7,10,40,65,9,1,8,2,37,0,"5671814"
"Barry",3,44,13,103,0.301,41,9,9,51,48,7,2,6,1,58,2,"5671814"
"Newman",5,55,17,155,0.245,50,7,9,77,94,11,2,8,3,68,2,"5671788"
"Southern Nazarene",5,61,17,164,0.268,52,11,7,74,81,7,0,4,2,74,1,"5671788"
"Lane",3,18,21,101,-0.03,17,5,4,40,68,5,1,2,0,25,0,"5671789"
"Clark Atlanta",3,36,17,109,0.174,35,5,5,48,53,5,1,0,0,42,0,"5671789"
"Quincy",4,46,33,140,0.093,42,4,3,45,85,2,2,14,1,59,0,"5671798"
"Nova Southeastern",4,52,15,118,0.314,50,2,5,46,69,4,2,34,1,73,0,"5671798"
"Bentley",3,39,15,109,0.22,35,5,4,53,51,2,4,18,1,57,0,"5671807"
"Molloy",3,32,27,121,0.041,31,2,5,46,70,5,2,10,0,41,0,"5671807"
"Southern Conn. St.",4,44,18,137,0.19,40,12,8,56,80,13,1,4,0,59,0,"5671818"
"Millersville",4,48,12,137,0.263,46,13,11,59,77,12,0,18,1,70,0,"5671818"
"East Central",4,44,23,144,0.146,40,3,12,64,88,10,0,4,0,49,0,"5671803"
"Ark.-Fort Smith",4,53,15,135,0.281,49,10,9,69,63,3,0,18,2,72,0,"5671803"
"Elizabeth City St.",4,28,23,126,0.04,25,8,4,51,81,6,3,20,0,49,2,"5671842"
"Daemen",4,56,27,150,0.193,47,6,14,65,75,8,5,12,1,73,0,"5671842"
"UIndy",3,36,9,84,0.321,33,10,4,51,38,3,6,12,0,58,0,"5671840"
"Kutztown",3,22,27,111,-0.045,18,3,2,35,70,10,1,6,1,29,0,"5671840"
"Seton Hill",3,38,13,117,0.214,30,12,9,57,54,6,4,6,1,57,0,"5671834"
"Bloomsburg",3,28,21,117,0.06,27,6,4,60,64,12,2,2,2,37,0,"5671834"
"Miles",3,17,19,97,-0.021,16,5,0,33,65,5,1,2,0,24,0,"5671832"
"Fort Valley St.",3,44,10,114,0.298,37,5,8,42,47,5,2,10,0,56,0,"5671832"
"Allen",4,32,19,131,0.099,32,5,2,41,88,8,3,0,0,40,0,"5671831"
"Central St. (OH)",4,42,21,140,0.15,42,8,6,50,83,5,2,0,0,52,0,"5671831"
"Edward Waters",3,33,16,105,0.162,28,3,8,32,71,6,0,2,0,37,0,"5671830"
"Spring Hill",3,34,3,94,0.33,26,6,2,36,47,3,1,10,0,46,0,"5671830"
"Davis & Elkins",3,32,27,112,0.045,31,0,3,44,69,8,2,0,0,34,0,"5671760"
"Concord",3,35,8,91,0.297,33,8,5,45,43,0,6,14,0,56,0,"5671760"
"Palm Beach Atl.",3,33,21,95,0.126,30,10,5,36,54,3,0,12,0,49,0,"5671847"
"Shorter",3,27,27,97,0,25,3,4,35,68,10,0,8,0,34,1,"5671847"
"Harding",3,28,17,118,0.093,27,3,4,45,65,6,1,12,1,38,0,"5671816"
"Washburn",3,48,15,116,0.284,47,6,8,62,53,3,0,12,2,60,0,"5671816"
"USC Aiken",3,32,29,115,0.026,28,4,2,41,69,4,0,12,1,42,0,"5671846"
"Alabama Huntsville",3,40,16,103,0.233,37,4,4,49,56,4,7,12,3,57,0,"5671846"
"Truman St.",5,53,31,174,0.126,48,7,7,72,96,8,1,16,5,69,0,"5671804"
"Southwest Baptist",5,55,32,169,0.136,53,8,6,80,93,7,0,16,1,71,1,"5671804"
"Clarion",5,60,40,198,0.101,52,12,16,75,105,4,10,0,0,82,0,"5671852"
"West Virginia St.",5,49,36,169,0.077,48,4,10,84,102,12,7,0,0,60,0,"5671852"
"UT Tyler",5,62,21,185,0.222,51,8,10,62,103,4,7,8,0,81,0,"5671812"
"Texas Woman's",5,67,27,177,0.226,58,4,7,77,96,8,6,2,2,78,1,"5671812"
"William Jewell",4,59,18,141,0.291,57,3,8,63,82,11,6,4,5,70,1,"5671391"
"Christian Brothers",4,51,28,151,0.152,48,11,8,56,93,3,2,8,5,68,1,"5671391"
"Fla. Southern",5,66,27,185,0.211,64,3,8,73,99,2,10,4,5,81,0,"5671857"
"West Florida",5,60,29,187,0.166,54,2,5,72,98,3,6,4,2,70,0,"5671857"
"Shippensburg",4,59,21,162,0.235,57,5,7,68,94,7,0,6,0,67,0,"5671861"
"Wheeling",4,62,13,149,0.329,58,7,2,71,73,5,1,6,1,73,0,"5671861"
"Okla. Christian",4,48,14,145,0.234,46,3,4,56,86,15,1,14,5,59,0,"5671849"
"St. Edward's",4,62,12,142,0.352,61,15,10,75,70,3,0,6,0,80,0,"5671849"
"Embry-Riddle (FL)",3,48,26,112,0.196,46,7,5,35,55,5,0,14,0,62,0,"5671882"
"North Greenville",3,21,16,84,0.06,20,5,5,31,70,7,4,12,0,36,0,"5671882"
"Trevecca Nazarene",3,33,19,99,0.141,29,1,4,51,71,13,1,12,0,41,0,"5671891"
"Lynn",3,40,15,115,0.217,39,13,9,43,58,1,0,12,1,59,0,"5671891"
"MSU Denver",3,47,14,109,0.303,44,4,6,43,58,4,1,18,1,61,1,"5671820"
"Colo. Christian",3,36,21,110,0.136,35,4,4,45,71,4,1,10,1,46,0,"5671820"
"UC-Colo. Springs",4,56,20,157,0.229,47,9,6,74,83,9,4,2,0,70,0,"5671828"
"Black Hills St.",4,56,16,154,0.26,50,9,10,74,91,9,8,6,0,76,0,"5671828"
"Western N.M.",3,28,16,103,0.117,26,1,5,46,67,2,0,6,1,32,0,"5671875"
"Midwestern St.",3,50,9,113,0.363,45,2,6,53,45,1,0,14,2,59,0,"5671875"
"East Central",3,17,17,86,0,17,2,7,31,64,7,1,8,2,24,0,"5671863"
"Central Okla.",3,43,15,94,0.298,43,7,9,50,39,2,2,12,0,58,0,"5671863"
"Missouri Western",4,54,15,156,0.25,49,12,6,104,49,3,1,20,2,77,1,"5671866"
"Okla. Baptist",4,27,26,168,0.006,25,3,4,72,91,12,1,8,4,35,1,"5671866"
"Mississippi Col.",4,39,29,156,0.064,36,10,7,62,87,6,3,4,2,54,0,"5671874"
"Lander",4,52,17,136,0.257,48,6,6,75,68,10,0,22,2,69,0,"5671874"
"Union (TN)",4,49,18,150,0.207,45,14,10,79,73,5,2,6,5,68,0,"5671996"
"Ark.-Monticello",4,42,23,152,0.125,39,5,6,77,84,14,3,2,6,51,0,"5671996"
"Chestnut Hill",3,33,19,108,0.13,28,3,8,39,68,9,1,14,0,44,0,"5671893"
"Indiana (PA)",3,39,15,98,0.245,38,9,5,50,51,3,0,12,0,54,0,"5671893"
"Goldey-Beacom",5,64,19,163,0.276,60,9,6,76,97,8,2,12,1,81,0,"5671902"
"Frostburg St.",5,68,29,184,0.212,64,8,4,77,102,9,2,10,0,83,0,"5671902"
"Clarion",4,57,24,135,0.244,52,2,17,51,80,3,11,0,0,70,0,"5671904"
"West Liberty",4,40,28,130,0.092,37,3,7,49,78,2,1,14,2,51,0,"5671904"
"Virginia St.",5,42,34,166,0.048,39,4,9,67,96,6,3,20,0,59,0,"5671906"
"Concord",5,57,23,157,0.217,51,6,15,81,78,4,1,12,0,70,0,"5671906"
"Holy Family",3,23,17,85,0.071,20,4,5,29,68,15,4,0,0,31,2,"5671908"
"East Stroudsburg",3,33,7,76,0.342,31,15,7,39,38,4,6,6,3,57,0,"5671908"
"D'Youville",3,40,19,116,0.181,38,9,6,60,52,3,1,8,2,54,0,"5671918"
"Bowie St.",3,27,20,109,0.064,24,3,5,48,69,9,5,6,0,38,0,"5671918"
"Fort Hays St.",4,62,28,195,0.174,60,8,6,85,91,3,2,20,1,82,0,"5671877"
"Ouachita Baptist",4,53,20,167,0.198,50,3,3,86,87,8,2,10,1,63,0,"5671877"
"Tuskegee",3,27,12,100,0.15,23,7,5,29,65,10,1,4,0,37,0,"5671878"
"Clark Atlanta",3,35,14,97,0.216,34,10,8,39,65,7,1,4,0,48,2,"5671878"
"Henderson St.",4,52,26,168,0.155,48,10,6,80,76,4,3,12,5,71,0,"5671888"
"Missouri S&T",4,43,29,175,0.08,41,4,5,74,89,10,0,16,2,55,0,"5671888"
"Flagler",4,48,24,148,0.162,45,7,10,56,88,9,2,12,3,63,0,"5671989"
"Florida Tech",4,57,21,145,0.248,56,9,13,70,81,7,5,20,2,81,0,"5671989"
"Mount Olive",3,27,21,114,0.053,24,2,9,51,64,4,1,2,0,31,0,"5672012"
"Emmanuel (GA)",3,37,14,107,0.215,34,4,10,55,47,2,1,16,0,50,1,"5672012"
"Converse",3,38,14,96,0.25,30,4,7,38,54,5,3,6,0,48,0,"5672003"
"Chowan",3,29,24,106,0.047,25,5,5,35,66,4,0,6,0,37,0,"5672003"
"New Haven",3,43,15,128,0.219,40,3,10,67,61,2,2,6,0,51,0,"5671995"
"Jefferson",3,30,21,124,0.073,26,2,4,61,63,3,1,8,0,37,0,"5671995"
"Young Harris",4,35,21,120,0.117,33,5,14,44,82,10,1,8,1,45,0,"5671985"
"Erskine",4,47,24,126,0.183,47,10,10,53,65,5,2,8,3,63,0,"5671985"
"Lewis",3,44,17,123,0.22,37,7,7,55,62,4,1,12,1,58,0,"5671984"
"Adelphi",3,38,20,129,0.14,35,4,6,57,68,7,2,4,1,46,0,"5671984"
"Michigan Tech",4,45,16,141,0.206,41,11,13,61,69,5,4,4,1,62,0,"5671982"
"Purdue Northwest",4,48,26,146,0.151,44,5,14,68,82,11,4,4,2,59,0,"5671982"
"Lincoln (PA)",4,32,16,98,0.163,31,12,11,38,85,13,2,18,1,55,0,"5671981"
"Dominican (NY)",4,53,28,126,0.198,49,13,13,43,76,12,1,6,0,70,0,"5671981"
"Ferris St.",4,50,26,150,0.16,44,6,10,60,89,7,4,12,0,66,0,"5671980"
"Grand Valley St.",4,55,23,152,0.211,49,7,12,68,81,6,0,20,0,72,0,"5671980"
"Lake Erie",4,55,32,163,0.141,50,5,7,68,96,6,3,30,4,78,1,"5671979"
"Roberts Wesleyan",4,56,32,169,0.142,54,6,6,67,93,5,3,17,0,73.5,0,"5671979"
"Coker",3,41,15,116,0.224,38,6,4,49,49,2,2,4,0,51,1,"5671978"
"Newberry",3,23,17,123,0.049,21,2,3,37,70,6,0,6,0,28,1,"5671978"
"Hillsdale",3,51,23,131,0.214,44,6,5,56,68,2,3,8,2,64,0,"5671968"
"Ohio Dominican",3,37,18,113,0.168,35,2,3,51,72,6,4,6,0,46,0,"5671968"
"Georgia College",5,56,25,153,0.203,55,6,9,66,90,7,3,2,2,66,1,"5671961"
"Francis Marion",5,49,32,159,0.107,47,7,5,63,93,6,1,16,1,65,0,"5671961"
"Tiffin",5,54,21,155,0.213,50,7,9,74,87,7,1,20,1,72,0,"5671959"
"Ashland",5,63,28,175,0.2,58,7,13,73,95,7,4,14,3,81,1,"5671959"
"Tampa",4,63,18,178,0.253,59,6,9,72,75,1,4,2,2,74,0,"5671939"
"Valdosta St.",4,43,12,164,0.189,43,1,2,62,82,6,6,4,2,52,0,"5671939"
"Savannah St.",3,41,10,97,0.32,37,11,6,46,38,6,0,2,2,53,0,"5730269"
"LeMoyne-Owen",3,18,17,85,0.012,16,6,3,39,68,11,0,4,2,26,0,"5730269"
"Roosevelt",3,28,29,112,-0.009,27,3,7,51,65,7,1,6,4,35,0,"5672034"
"Lake Superior St.",3,32,10,99,0.222,29,7,10,48,46,3,5,18,3,53,0,"5672034"
"Lane",4,49,32,146,0.116,41,12,9,42,88,5,1,14,0,69,0,"5671936"
"Benedict",4,38,33,125,0.04,29,5,5,47,92,12,3,6,0,49,0,"5671936"
"Arkansas Tech",4,53,19,118,0.288,44,13,9,46,69,7,4,5,0,72.5,1,"5671935"
"AUM",4,42,18,110,0.218,38,7,10,37,88,13,1,12,0,56,4,"5671935"
"Gannon",5,82,29,228,0.232,76,8,4,117,105,11,0,20,2,100,0,"5672040"
"Fairmont St.",5,65,25,228,0.175,62,11,6,98,116,8,2,14,0,85,0,"5672040"
"Southwestern Okla.",4,48,16,138,0.232,45,12,11,65,62,2,1,20,0,71,1,"5671937"
"Newman",4,40,21,133,0.143,38,2,9,67,80,12,1,8,0,47,0,"5671937"
"Seton Hill",3,36,27,120,0.075,32,2,5,43,66,3,4,4,0,44,0,"5672105"
"Charleston (WV)",3,37,12,112,0.223,33,3,9,38,59,2,12,0,1,52,0,"5672105"
"Millersville",4,38,23,161,0.093,38,3,4,77,84,8,3,8,0,48,0,"5672108"
"Rollins",4,56,29,175,0.154,54,8,13,82,81,3,3,16,1,75,0,"5672108"
"Walsh",3,35,14,107,0.196,33,1,4,56,50,6,2,10,0,43,0,"5671986"
"Ky. Wesleyan",3,30,32,123,-0.016,27,6,6,51,71,1,2,8,0,42,0,"5671986"
"Southwestern (KS)",3,25,23,89,0.022,25,6,5,32,69,12,0,10,0,36,0,"5671988"
"Northwestern Okla.",3,33,10,79,0.291,32,12,5,36,43,6,2,2,0,48,0,"5671988"
"West Virginia St.",3,47,17,109,0.275,38,5,6,64,52,6,3,10,1,60,0,"5672122"
"Slippery Rock",3,27,17,115,0.087,24,6,6,43,68,5,5,4,1,40,0,"5672122"
"Drury",4,53,20,160,0.206,50,2,5,81,90,7,1,18,0,65,0,"5671993"
"Central Mo.",4,60,29,186,0.167,57,7,5,80,86,2,3,10,0,75,0,"5671993"
"St. Anselm",5,37,19,140,0.129,35,17,6,71,77,9,6,0,1,60,2,"5672114"
"Holy Family",5,51,23,157,0.178,44,9,18,68,106,17,7,0,1,67,5,"5672114"
"UIndy",3,41,22,124,0.153,39,6,4,56,63,4,3,6,0,53,0,"5672115"
"Edinboro",3,36,20,122,0.131,35,4,5,56,72,6,3,16,0,51,0,"5672115"
"Cameron",3,36,18,118,0.153,33,2,3,62,67,8,0,0,1,38,0,"5672005"
"St. Mary's (TX)",3,45,12,122,0.27,45,8,7,57,57,2,2,10,0,60,0,"5672005"
"Northwest Mo. St.",4,50,26,136,0.176,46,4,11,50,84,5,2,34,0,73,0,"5672006"
"Upper Iowa",4,48,39,150,0.06,44,5,10,50,92,4,1,14,4,61,0,"5672006"
"Shepherd",4,39,18,148,0.142,37,6,9,67,89,13,1,11,2,51.5,1,"5672116"
"Pitt.-Johnstown",4,54,21,159,0.208,47,13,6,82,65,6,2,6,0,72,0,"5672116"
"Augustana (SD)",3,43,12,103,0.301,43,7,8,46,52,3,0,12,0,56,0,"5672013"
"Mary",3,33,17,102,0.157,30,3,7,44,65,7,1,2,2,38,0,"5672013"
"West Tex. A&M",4,53,14,124,0.315,50,1,9,41,76,3,2,12,3,62,0,"5672019"
"Angelo St.",4,64,15,131,0.374,64,3,16,50,77,1,0,16,2,75,0,"5672019"
"Tex. Permian Basin",3,47,7,102,0.392,42,5,7,50,50,3,2,12,0,60,0,"5672023"
"Lubbock Christian",3,32,20,116,0.103,26,3,2,42,66,5,0,4,0,37,1,"5672023"
"UVA Wise",4,48,21,191,0.141,45,6,4,93,92,6,3,10,7,62,0,"5672044"
"Limestone",4,64,18,195,0.236,62,6,6,100,81,6,1,12,7,77,0,"5672044"
"Nova Southeastern",3,48,9,94,0.415,44,5,4,42,50,6,1,16,0,62,0,"5672059"
"Lee",3,33,16,99,0.172,32,6,3,30,70,5,0,2,0,40,0,"5672059"
"Malone",4,43,21,137,0.161,39,8,6,53,79,3,2,10,0,58,0,"5672077"
"Thomas More",4,60,21,147,0.265,59,3,11,60,80,8,1,12,0,70,0,"5672077"
"Sioux Falls",4,49,31,166,0.108,47,5,7,76,94,7,0,20,1,64,0,"5671967"
"Northern St.",4,54,24,166,0.181,47,7,4,79,78,5,2,30,1,78,0,"5671967"
"Northwood",4,47,20,124,0.218,43,8,7,59,71,3,4,8,2,63,0,"5672072"
"Cedarville",4,51,29,142,0.155,42,3,13,53,92,8,5,12,2,65,0,"5672072"
"Findlay",3,41,10,100,0.31,40,9,7,41,43,4,1,4,1,53,0,"5672068"
"Ursuline",3,24,16,91,0.088,22,4,4,41,67,9,2,4,3,32,2,"5672068"
"Neb.-Kearney",4,58,23,172,0.203,56,6,2,76,83,5,5,10,0,74,0,"5671951"
"Rockhurst",4,62,27,176,0.199,60,5,10,71,100,6,2,24,1,81,0,"5671951"
"Northern Mich.",3,43,8,98,0.357,43,5,13,41,59,7,2,8,1,54,0,"5671949"
"Wis.-Parkside",3,32,22,98,0.102,28,7,5,42,60,5,0,6,1,42,0,"5671949"
"Wayne St. (NE)",4,50,9,135,0.304,45,5,2,68,58,6,7,4,0,64,0,"5671943"
"MSU Moorhead",4,46,29,153,0.111,42,6,7,64,90,5,2,4,0,56,0,"5671943"
"Augusta",4,53,30,159,0.145,52,5,7,59,93,6,1,18,2,68,0,"5671941"
"Montevallo",4,57,23,153,0.222,54,6,7,65,83,5,2,12,1,71,0,"5671941"
"McKendree",4,50,28,150,0.147,48,4,10,70,90,5,0,8,0,58,0,"5671940"
"Mo.-St. Louis",4,57,30,171,0.158,54,5,10,68,86,4,1,8,0,67,0,"5671940"
"Davenport",3,33,20,95,0.137,31,3,3,25,69,6,1,12,0,43,0,"5672065"
"Wayne St. (MI)",3,46,13,91,0.363,45,6,5,39,52,3,1,16,1,61,0,"5672065"
"Wingate",5,64,18,158,0.291,59,5,7,73,89,6,2,12,0,77,2,"5672101"
"Lincoln Memorial",5,56,24,164,0.195,47,6,6,68,96,5,3,12,0,71,3,"5672101"
"Belmont Abbey",5,56,25,163,0.19,52,14,15,61,92,3,8,0,0,78,0,"5672094"
"Barton",5,57,27,156,0.192,53,3,12,71,95,14,7,0,0,67,0,"5672094"
"Felician",3,25,9,79,0.203,25,5,7,22,65,9,1,2,0,32,0,"5672084"
"Mercy",3,48,10,82,0.463,46,9,9,36,43,5,2,2,1,60,0,"5672084"
"Emory & Henry",3,26,16,111,0.09,24,5,2,50,65,3,1,14,2,39,0,"5672081"
"Tusculum",3,55,15,129,0.31,49,3,10,62,56,5,1,2,2,60,0,"5672081"
"Anderson (SC)",3,37,15,98,0.224,33,7,8,49,49,3,2,8,0,50,0,"5672080"
"Catawba",3,27,24,105,0.029,26,3,5,40,66,7,1,6,1,34,0,"5672080"
"Southwest Minn. St.",3,51,10,130,0.315,47,3,2,70,43,3,3,8,0,61,0,"5671969"
"Minot St.",3,27,18,142,0.063,26,3,1,50,71,3,0,4,0,32,0,"5671969"
"Howard Payne",4,46,16,158,0.19,45,3,4,84,86,9,0,13,1,55.5,1,"5671972"
"Texas-Dallas",4,59,35,197,0.122,58,9,8,84,92,3,0,8,2,72,0,"5671972"
"Mo. Southern St.",4,47,29,162,0.111,46,7,6,70,82,5,2,14,1,63,1,"5672028"
"Southwest Baptist",4,47,28,161,0.118,44,5,7,69,86,7,0,12,0,58,0,"5672028"
"Southeastern Okla.",3,40,10,116,0.259,37,1,5,51,69,7,1,6,1,45,0,"5672038"
"Ark.-Fort Smith",3,52,12,124,0.323,46,7,5,63,54,1,1,4,2,62,0,"5672038"
"San Fran. St.",5,59,23,175,0.206,56,9,9,77,83,5,4,8,2,76,1,"5671897"
"Cal St. San Marcos",5,57,22,172,0.203,53,5,12,80,98,9,3,10,0,70,1,"5671897"
"Allen",5,54,19,164,0.213,51,8,5,66,96,8,5,6,0,70,0,"5672132"
"Kentucky St.",5,56,26,195,0.154,54,8,11,64,108,8,1,8,0,69,0,"5672132"
"CSUSB",4,44,22,144,0.153,40,2,12,64,91,9,1,8,2,51,0,"5671899"
"Cal Poly Pomona",4,55,17,148,0.257,49,9,7,69,61,2,5,12,2,75,1,"5671899"
"Chico St.",4,49,24,149,0.168,47,6,8,59,95,11,0,6,2,58,0,"5671905"
"Cal St. East Bay",4,54,24,142,0.211,52,11,3,62,76,6,2,10,3,72,1,"5671905"
"Azusa Pacific",4,44,14,150,0.2,43,7,11,78,74,7,3,14,1,61,0,"5671909"
"Vanguard",4,54,30,171,0.14,53,7,16,86,88,7,0,6,0,64,2,"5671909"
"Stanislaus St.",4,49,20,135,0.215,45,8,3,56,75,9,5,4,1,64,0,"5671912"
"Cal St. Monterey Bay",4,48,24,147,0.163,44,9,6,56,90,8,0,8,0,61,2,"5671912"
"Fresno Pacific",5,57,26,153,0.203,55,6,12,69,85,9,0,26,0,76,0,"5671898"
"Biola",5,47,26,150,0.14,46,9,11,62,91,6,0,14,4,63,1,"5671898"
"Sul Ross St.",4,44,30,177,0.079,43,8,4,77,90,7,0,6,1,55,2,"5671944"
"Eastern N.M.",4,51,26,161,0.155,49,7,6,86,86,8,4,14,0,69,2,"5671944"
"Adams St.",5,60,19,211,0.194,57,1,10,103,92,7,0,0,0,61,0,"5671952"
"N.M. Highlands",5,48,18,190,0.158,47,7,8,81,102,1,8,0,0,63,0,"5671952"
"Western Colo.",3,29,16,96,0.135,29,2,6,40,69,9,0,6,1,34,0,"5671955"
"Colorado Mesa",3,45,12,102,0.324,41,9,5,45,46,2,2,14,0,63,0,"5671955"
"Fort Lewis",3,35,24,139,0.079,30,1,5,73,69,6,5,2,1,42,0,"5671966"
"Westminster (UT)",3,37,20,145,0.117,30,6,4,72,60,1,9,4,3,54,0,"5671966"
"Regis (CO)",3,31,14,89,0.191,28,2,6,34,66,7,7,8,1,44,1,"5671974"
"South Dakota Mines",3,47,16,110,0.282,40,7,7,41,53,2,3,2,0,58,1,"5671974"
"Colo. Sch. of Mines",3,47,10,121,0.306,47,5,6,61,59,6,2,14,4,61,0,"5672010"
"Chadron St.",3,38,17,125,0.168,34,6,6,58,67,5,3,2,6,48,1,"5672010"
"Ill. Springfield",3,36,15,111,0.189,34,4,8,41,72,9,1,4,1,43,0,"5672053"
"Pittsburg St.",3,43,13,103,0.291,41,9,2,52,49,4,1,12,1,59,0,"5672053"
"Central St. (OH)",5,44,23,142,0.148,33,6,14,43,89,5,2,10,0,57,0,"5672129"
"Albany St. (GA)",5,56,27,154,0.188,43,5,12,55,80,6,1,10,0,67,1,"5672129"
"Dominican (CA)",3,28,13,81,0.185,28,4,5,23,64,8,0,6,0,35,0,"5672047"
"Chaminade",3,47,14,93,0.355,42,8,11,36,53,4,1,8,1,60,0,"5672047"
"Saint Leo",3,34,18,98,0.163,33,5,15,38,63,5,2,12,12,47,0,"5672139"
"Florida Col.",3,30,26,100,0.04,30,5,7,45,59,5,6,6,10,44,0,"5672139"
"Academy of Art",3,36,15,110,0.191,31,9,10,43,57,6,3,10,0,53,0,"5672135"
"Hawaii Pacific",3,31,21,103,0.097,28,6,8,53,65,9,1,6,0,41,0,"5672135"
"Davis & Elkins",5,64,32,181,0.177,62,13,12,81,104,9,0,10,0,82,0,"5672148"
"Bluefield St.",5,49,27,163,0.135,44,9,7,72,100,13,3,14,0,68,0,"5672148"
"Fort Valley St.",4,45,16,123,0.236,39,5,9,50,70,5,4,5,0,56.5,0,"5672152"
"Central St. (OH)",4,36,33,134,0.022,33,5,11,48,90,5,4,0,0,45,0,"5672152"
"Edward Waters",3,34,15,100,0.19,32,10,8,43,43,5,0,4,1,46,0,"5672151"
"Miles",3,17,25,91,-0.088,16,5,4,47,66,10,0,10,2,27,1,"5672151"
"Elizabeth City St.",4,31,25,112,0.054,30,5,6,50,85,9,2,18,1,47,0,"5672155"
"Chestnut Hill",4,57,31,150,0.173,51,9,12,51,75,5,2,8,0,72,1,"5672155"
"Southern Conn. St.",3,21,11,71,0.141,21,3,4,20,65,10,0,2,3,25,0,"5672161"
"Lynn",3,50,8,80,0.525,46,10,8,37,38,3,1,12,0,67,0,"5672161"
"Kentucky St.",3,23,12,88,0.125,23,3,4,33,68,11,0,0,1,26,0,"5672149"
"Albany St. (GA)",3,45,10,96,0.365,42,11,5,47,43,3,1,6,0,60,0,"5672149"
"Bowie St.",3,24,13,89,0.124,24,1,7,38,65,12,1,12,1,32,0,"5672163"
"Bloomsburg",3,42,18,105,0.229,36,12,9,47,47,1,0,4,0,56,0,"5672163"
"Henderson St.",3,29,18,100,0.11,29,5,6,48,68,6,3,14,4,44,0,"5672159"
"Washburn",3,43,15,111,0.252,40,6,5,48,51,5,1,16,1,58,0,"5672159"
"North Greenville",3,25,20,102,0.049,21,2,5,40,68,4,0,20,1,37,0,"5672154"
"Quincy",3,46,21,116,0.216,43,4,6,48,51,2,5,6,1,58,0,"5672154"
"Arkansas Tech",4,47,29,141,0.128,41,4,13,65,85,8,3,10,3,59,0,"5672157"
"Palm Beach Atl.",4,43,21,140,0.157,39,8,9,55,73,4,4,25,1,67.5,1,"5672157"
"West Va. Wesleyan",4,61,21,151,0.265,58,5,5,65,68,5,2,10,0,73,0,"5672180"
"Pikeville",4,39,27,141,0.085,38,5,5,56,92,5,2,6,0,49,0,"5672180"
"Kutztown",4,36,30,138,0.043,34,5,6,51,91,7,0,16,1,49,0,"5672185"
